date,BTC종가,BTC변동률
2019-01-05,3785.4,-0.46
2019-01-04,3802.7,0.6
2019-01-03,3780.1,-2.42
2019-01-02,3873.8,1.69
2019-01-01,3809.4,2.69
2018-12-31,3709.4,-2.77
2018-12-30,3815,2.92
2018-12-29,3706.8,-4.01
2018-12-28,3861.6,7.66
2018-12-27,3586.9,-5.45
2018-12-26,3793.7,0.83
2018-12-25,3762.5,-6.55
2018-12-24,4026.1,2.07
2018-12-23,3944.4,-0.5
2018-12-22,3964.4,2.95
2018-12-21,3850.9,-5.52
2018-12-20,4076,10.55
2018-12-19,3687.1,0.52
2018-12-18,3668,4.02
2018-12-17,3526.1,8.57
2018-12-16,3247.9,0.6
2018-12-15,3228.7,-0.59
2018-12-14,3247.8,-2.04
2018-12-13,3315.3,-4.35
2018-12-12,3466.1,1.72
2018-12-11,3407.7,-1.53
2018-12-10,3460.5,-3
2018-12-09,3567.5,4
2018-12-08,3430.4,0.24
2018-12-07,3422.2,-2.46
2018-12-06,3508.6,-6.97
2018-12-05,3771.6,-4.72
2018-12-04,3958.5,1.56
2018-12-03,3897.8,-6.31
2018-12-02,4160.4,-0.85
2018-12-01,4196.2,3.87
2018-11-30,4039.7,-5.98
2018-11-29,4296.5,0.73
2018-11-28,4265.4,10.32
2018-11-27,3866.5,0.77
2018-11-26,3837,-5.54
2018-11-25,4062.2,3.62
2018-11-24,3920.4,-10.86
2018-11-23,4398,0.96
2018-11-22,4356,-6.09
2018-11-21,4638.7,2.52
2018-11-20,4524.6,-7.36
2018-11-19,4883.8,-13.69
2018-11-18,5658.3,0.65
2018-11-17,5621.8,-0.26
2018-11-16,5636.2,-1.45
2018-11-15,5718.9,-2.11
2018-11-14,5842.4,-9.13
2018-11-13,6429.2,-0.09
2018-11-12,6435,-0.17
2018-11-11,6446.1,0.3
2018-11-10,6427.1,0.24
2018-11-09,6412,-0.96
2018-11-08,6474,-1.39
2018-11-07,6565.3,0.96
2018-11-06,6502.8,0.67
2018-11-05,6459.7,-0.29
2018-11-04,6478.2,1.44
2018-11-03,6386.2,-0.6
2018-11-02,6424.7,0.38
2018-11-01,6400.5,0.54
2018-10-31,6365.9,0.64
2018-10-30,6325.7,-0.15
2018-10-29,6335,-2.33
2018-10-28,6486.1,-0.12
2018-10-27,6494.2,-0.24
2018-10-26,6510,0.05
2018-10-25,6507,-0.36
2018-10-24,6530.7,0.03
2018-10-23,6528.7,-0.41
2018-10-22,6555.8,-0.41
2018-10-21,6583,0.16
2018-10-20,6572.2,0.92
2018-10-19,6512,-0.94
2018-10-18,6574.1,-1.68
2018-10-17,6686.6,-0.28
2018-10-16,6705.3,0.08
2018-10-15,6699.8,5.9
2018-10-14,6326.8,0.08
2018-10-13,6321.7,0.48
2018-10-12,6291.3,0.84
2018-10-11,6239.1,-5.72
2018-10-10,6618,-0.49
2018-10-09,6650.8,-0.28
2018-10-08,6669.6,0.89
2018-10-07,6611,0.22
2018-10-06,6596.3,-0.65
2018-10-05,6639.1,0.83
2018-10-04,6584.2,1.17
2018-10-03,6507.8,-0.64
2018-10-02,6549.9,-0.88
2018-10-01,6608.2,-0.41
2018-09-30,6635.2,0.47
2018-09-29,6603.9,-0.48
2018-09-28,6636,-0.79
2018-09-27,6689.2,3.42
2018-09-26,6468.1,0.36
2018-09-25,6445.1,-2.11
2018-09-24,6584.1,-1.79
2018-09-23,6704.1,-0.38
2018-09-22,6729.6,-0.55
2018-09-21,6766.7,4.28
2018-09-20,6489.2,1.55
2018-09-19,6390.4,0.76
2018-09-18,6342,1.44
2018-09-17,6251.9,-3.82
2018-09-16,6500.2,-0.29
2018-09-15,6519,0.54
2018-09-14,6483.7,0.01
2018-09-13,6482.9,2.29
2018-09-12,6338,0.7
2018-09-11,6293.9,-0.43
2018-09-10,6321,1.32
2018-09-09,6238.5,0.88
2018-09-08,6184.3,-3.23
2018-09-07,6390.9,-1.89
2018-09-06,6514,-2.87
2018-09-05,6706.8,-9.09
2018-09-04,7377.5,1.56
2018-09-03,7264.2,-0.41
2018-09-02,7293.9,1.45
2018-09-01,7189.6,2.21
2018-08-31,7033.8,0.57
2018-08-30,6993.7,-0.5
2018-08-29,7029.1,-0.64
2018-08-28,7074.6,2.57
2018-08-27,6897.6,2.75
2018-08-26,6712.7,-0.33
2018-08-25,6734.8,0.81
2018-08-24,6680.4,2.44
2018-08-23,6521.2,2.54
2018-08-22,6359.6,-1.89
2018-08-21,6482.2,3.41
2018-08-20,6268.1,-3.29
2018-08-19,6481.5,1.61
2018-08-18,6379.1,-3.08
2018-08-17,6581.7,4.36
2018-08-16,6306.7,0.8
2018-08-15,6256.9,1.08
2018-08-14,6190.2,-1.04
2018-08-13,6255.3,-0.91
2018-08-12,6313,1.31
2018-08-11,6231.6,1.29
2018-08-10,6152.3,-5.91
2018-08-09,6538.8,4.06
2018-08-08,6283.6,-6.56
2018-08-07,6724.9,-3.15
2018-08-06,6943.6,-1.19
2018-08-05,7027.1,0.18
2018-08-04,7014.3,-5.46
2018-08-03,7419,-1.55
2018-08-02,7535.6,-0.93
2018-08-01,7606.4,-1.59
2018-07-31,7729.4,-5.48
2018-07-30,8177.1,-0.47
2018-07-29,8215.6,-0.22
2018-07-28,8234.1,0.57
2018-07-27,8187.4,3.15
2018-07-26,7937,-2.9
2018-07-25,8173.7,-2.78
2018-07-24,8407,8.86
2018-07-23,7723,4.19
2018-07-22,7412.3,0.05
2018-07-21,7408.7,0.95
2018-07-20,7339.4,-1.85
2018-07-19,7477.5,1.27
2018-07-18,7383.6,0.84
2018-07-17,7322,8.8
2018-07-16,6729.9,5.77
2018-07-15,6362.9,1.73
2018-07-14,6254.8,0.4
2018-07-13,6230.2,-0.33
2018-07-12,6250.6,-2.17
2018-07-11,6389.1,1.3
2018-07-10,6307.2,-5.4
2018-07-09,6667.1,-0.71
2018-07-08,6714.8,-0.75
2018-07-07,6765.5,2.23
2018-07-06,6617.7,1.09
2018-07-05,6546.5,-0.79
2018-07-04,6598.4,1.3
2018-07-03,6513.5,-1.6
2018-07-02,6619.5,3.97
2018-07-01,6366.8,-0.5
2018-06-30,6398.9,2.99
2018-06-29,6213.3,5.61
2018-06-28,5883.5,-4.41
2018-06-27,6154.9,1.2
2018-06-26,6082.1,-2.79
2018-06-25,6256.6,1.66
2018-06-24,6154.6,-0.21
2018-06-23,6167.3,1.84
2018-06-22,6055.7,-9.99
2018-06-21,6728,-0.55
2018-06-20,6765.4,0.19
2018-06-19,6752.4,0.49
2018-06-18,6719.8,4.02
2018-06-17,6460.3,-0.7
2018-06-16,6505.8,1.49
2018-06-15,6410.3,-3.56
2018-06-14,6647.1,5.3
2018-06-13,6312.3,-3.75
2018-06-12,6558.2,-4.76
2018-06-11,6885.9,1.64
2018-06-10,6775.1,-9.85
2018-06-09,7515.8,-1.4
2018-06-08,7622.1,-0.98
2018-06-07,7697.8,0.48
2018-06-06,7661,0.39
2018-06-05,7631.5,1.69
2018-06-04,7504.3,-2.91
2018-06-03,7729.3,1.08
2018-06-02,7646.6,1.54
2018-06-01,7530.8,0.38
2018-05-31,7502.6,1.39
2018-05-30,7400.1,-0.91
2018-05-29,7467.7,4.89
2018-05-28,7119.3,-3.36
2018-05-27,7366.7,0.07
2018-05-26,7361.3,-1.56
2018-05-25,7477.7,-1.52
2018-05-24,7592.9,1.07
2018-05-23,7512.3,-6.17
2018-05-22,8006,-4.73
2018-05-21,8403.3,-1.47
2018-05-20,8529,3.44
2018-05-19,8245.1,-0.01
2018-05-18,8245.7,2.27
2018-05-17,8063,-3.37
2018-05-16,8344.4,-1.56
2018-05-15,8477,-2.27
2018-05-14,8674.1,-0.22
2018-05-13,8693.5,2.77
2018-05-12,8459.5,0.61
2018-05-11,8408.3,-6.84
2018-05-10,9025.7,-3.15
2018-05-09,9319.1,1.33
2018-05-08,9196.4,-2.49
2018-05-07,9431.6,-2.33
2018-05-06,9656.4,-2
2018-05-05,9853.5,1.49
2018-05-04,9708.6,-0.42
2018-05-03,9749.7,5.48
2018-05-02,9243.2,1.85
2018-05-01,9074.9,-1.84
2018-04-30,9245.1,-1.8
2018-04-29,9415.1,0.67
2018-04-28,9352.4,4.6
2018-04-27,8940.9,-3.73
2018-04-26,9287,4.67
2018-04-25,8873.1,-8.01
2018-04-24,9645.3,7.73
2018-04-23,8952.8,1.66
2018-04-22,8806.7,-1.3
2018-04-21,8923.1,0.63
2018-04-20,8867,6.95
2018-04-19,8290.8,1.37
2018-04-18,8178.4,3.41
2018-04-17,7908.6,-2
2018-04-16,8070,-3.51
2018-04-15,8363.6,4.49
2018-04-14,8004.4,1.48
2018-04-13,7887.4,-0.49
2018-04-12,7926.6,13.85
2018-04-11,6962.1,1.56
2018-04-10,6854.8,1.08
2018-04-09,6781.9,-3.54
2018-04-08,7030.5,1.81
2018-04-07,6905.7,4.25
2018-04-06,6624.3,-2.33
2018-04-05,6782,-0.4
2018-04-04,6808.9,-8.29
2018-04-03,7424.2,5.03
2018-04-02,7068.4,3.56
2018-04-01,6825.2,-1.63
2018-03-31,6938.2,1.23
2018-03-30,6853.7,-3.86
2018-03-29,7129.2,-10.38
2018-03-28,7954.9,1.96
2018-03-27,7801.7,-4.2
2018-03-26,8143.5,-3.89
2018-03-25,8473.2,-0.87
2018-03-24,8547.4,-4.14
2018-03-23,8916.8,2.18
2018-03-22,8726.2,-2.02
2018-03-21,8905.9,-0.08
2018-03-20,8912.6,3.43
2018-03-19,8616.8,5.07
2018-03-18,8201.2,4.14
2018-03-17,7874.9,-5
2018-03-16,8289.2,0.3
2018-03-15,8264.4,0.66
2018-03-14,8210.6,-10.32
2018-03-13,9154.9,0.19
2018-03-12,9137.4,-4.12
2018-03-11,9529.6,8.76
2018-03-10,8762,-4.94
2018-03-09,9217,-0.89
2018-03-08,9300,-6.09
2018-03-07,9902.9,-7.23
2018-03-06,10675.1,-5.78
2018-03-05,11330.6,-0.75
2018-03-04,11416.5,0.12
2018-03-03,11402.3,5.31
2018-03-02,10827.7,-0.7
2018-03-01,10904.5,5.52
2018-02-28,10333.9,-2.46
2018-02-27,10594.4,3.01
2018-02-26,10285.1,7.3
2018-02-25,9585.2,-1.23
2018-02-24,9704.3,-4.58
2018-02-23,10170.4,3.34
2018-02-22,9841.7,-6.03
2018-02-21,10473,-6.81
2018-02-20,11238.7,0.62
2018-02-19,11169.4,7.41
2018-02-18,10398.8,-6.09
2018-02-17,11073.5,8.79
2018-02-16,10178.7,1.41
2018-02-15,10037.3,5.92
2018-02-14,9476.3,10.97
2018-02-13,8539.2,-4.09
2018-02-12,8903.5,10.17
2018-02-11,8081.9,-5.58
2018-02-10,8559.6,-1.61
2018-02-09,8699.8,6.56
2018-02-08,8164.2,7.5
2018-02-07,7594.7,-1.38
2018-02-06,7701.2,10.99
2018-02-05,6938.5,-15.61
2018-02-04,8222.2,-11.03
2018-02-03,9241.1,3.91
2018-02-02,8893.2,-3.14
2018-02-01,9181.1,-10.56
2018-01-31,10265.4,0.98
2018-01-30,10166,-9.59
2018-01-29,11244.8,-4.67
2018-01-28,11795.1,2.86
2018-01-27,11467.5,3.14
2018-01-26,11118.1,-0.76
2018-01-25,11203,-2.18
2018-01-24,11452.3,5.04
2018-01-23,10903.2,0.35
2018-01-22,10864.8,-6.3
2018-01-21,11594.9,-9.83
2018-01-20,12858.9,11.04
2018-01-19,11580.2,2.98
2018-01-18,11245.4,0.47
2018-01-17,11192.3,-1.49
2018-01-16,11362,-17.05
2018-01-15,13697.5,0.02
2018-01-14,13695.2,-4.18
2018-01-13,14292.2,2.92
2018-01-12,13886.7,2.6
2018-01-11,13535.4,-10.02
2018-01-10,15043,1.79
2018-01-09,14778.5,-1.32
2018-01-08,14976.2,-7.71
2018-01-07,16228.2,-5.5
2018-01-06,17172.3,1.28
2018-01-05,16954.8,11.69
2018-01-04,15180.1,0.15
2018-01-03,15156.6,2.73
2018-01-02,14754.1,9.74
2018-01-01,13444.9,-2.93
2017-12-31,13850.4,10.52
2017-12-30,12531.5,-12.93
2017-12-29,14392.6,-0.04
2017-12-28,14398.7,-6.6
2017-12-27,15416.6,-2.16
2017-12-26,15756.6,13.9
2017-12-25,13833.5,0.32
2017-12-24,13790,-4.21
2017-12-23,14396.5,5.35
2017-12-22,13665,-12.58
2017-12-21,15632.1,-5.04
2017-12-20,16462,-6.06
2017-12-19,17523.7,-7.64
2017-12-18,18972.3,-0.49
2017-12-17,19065.7,-1.45
2017-12-16,19345.5,9.89
2017-12-15,17604.8,6.9
2017-12-14,16467.9,1.11
2017-12-13,16286.8,-4.67
2017-12-12,17083.9,2.1
2017-12-11,16732.5,11.11
2017-12-10,15059.6,1.46
2017-12-09,14843.4,-7.5
2017-12-08,16047.6,-4.76
2017-12-07,16850.3,22.55
2017-12-06,13749.6,17.85
2017-12-05,11667.1,0.37
2017-12-04,11623.9,3.36
2017-12-03,11246.2,3.06
2017-12-02,10912.7,0.47
2017-12-01,10861.5,9.2
2017-11-30,9946.8,1.11
2017-11-29,9837.9,-0.69
2017-11-28,9906,1.78
2017-11-27,9733.2,4.45
2017-11-26,9318.4,6.44
2017-11-25,8754.7,6.75
2017-11-24,8200.8,2.34
2017-11-23,8013.4,-2.69
2017-11-22,8234.5,1.66
2017-11-21,8100,-1.76
2017-11-20,8244.7,2.51
2017-11-19,8042.6,3.36
2017-11-18,7780.9,1.05
2017-11-17,7700,-1.96
2017-11-16,7853.7,7.83
2017-11-15,7283.2,10.4
2017-11-14,6597.1,1.14
2017-11-13,6522.5,10.96
2017-11-12,5878.1,-7.28
2017-11-11,6339.9,-3.44
2017-11-10,6565.8,-7.91
2017-11-09,7129.6,-4.23
2017-11-08,7444.4,4.81
2017-11-07,7102.8,2.06
2017-11-06,6959.2,-5.82
2017-11-05,7389.5,0.35
2017-11-04,7363.8,2.96
2017-11-03,7152.1,1.81
2017-11-02,7024.8,4.26
2017-11-01,6737.8,4.44
2017-10-31,6451.2,5.34
2017-10-30,6124.3,-0.38
2017-10-29,6147.5,7.35
2017-10-28,5726.6,-0.66
2017-10-27,5764.6,-2.09
2017-10-26,5887.6,2.68
2017-10-25,5734,4.01
2017-10-24,5513.1,-6.62
2017-10-23,5903.6,-1.32
2017-10-22,5982.9,-0.4
2017-10-21,6006.6,0.23
2017-10-20,5993.1,5.17
2017-10-19,5698.6,2.2
2017-10-18,5575.8,-0.41
2017-10-17,5598.6,-2.79
2017-10-16,5759.3,1.25
2017-10-15,5688.1,-2.34
2017-10-14,5824.7,3.33
2017-10-13,5637.3,3.77
2017-10-12,5432.6,12.61
2017-10-11,4824.2,1.28
2017-10-10,4763.4,-0.3
2017-10-09,4777.5,3.59
2017-10-08,4611.7,3.97
2017-10-07,4435.8,1.46
2017-10-06,4371.9,1.17
2017-10-05,4321.4,2.44
2017-10-04,4218.7,-2.21
2017-10-03,4314.2,-1.98
2017-10-02,4401.3,-0.04
2017-10-01,4403.1,0.97
2017-09-30,4360.6,4.5
2017-09-29,4172.8,-0.54
2017-09-28,4195.6,-0.39
2017-09-27,4212.2,8.21
2017-09-26,3892.7,-1.02
2017-09-25,3932.8,7.23
2017-09-24,3667.5,-3.18
2017-09-23,3788,5.2
2017-09-22,3600.8,-0.45
2017-09-21,3617.3,-6.82
2017-09-20,3882.2,-0.66
2017-09-19,3908,-4.69
2017-09-18,4100.3,11.13
2017-09-17,3689.6,-0.25
2017-09-16,3698.9,-0.4
2017-09-15,3713.8,14.51
2017-09-14,3243.1,-16.21
2017-09-13,3870.3,-6.94
2017-09-12,4158.9,-1.4
2017-09-11,4217.9,-0.66
2017-09-10,4245.9,-2.06
2017-09-09,4335.1,0.2
2017-09-08,4326.5,-6.67
2017-09-07,4635.6,0.37
2017-09-06,4618.7,4.75
2017-09-05,4409.1,3.32
2017-09-04,4267.5,-7.49
2017-09-03,4612.9,0.86
2017-09-02,4573.8,-7.07
2017-09-01,4921.9,3.94
2017-08-31,4735.1,3.32
2017-08-30,4583,-0.31
2017-08-29,4597.3,4.71
2017-08-28,4390.3,1.03
2017-08-27,4345.8,-0.15
2017-08-26,4352.3,-0.28
2017-08-25,4364.4,1.07
2017-08-24,4318.4,4.28
2017-08-23,4141.1,1.26
2017-08-22,4089.7,2.11
2017-08-21,4005.1,-1.51
2017-08-20,4066.6,-2.02
2017-08-19,4150.5,1.1
2017-08-18,4105.4,-4.06
2017-08-17,4278.9,-2.47
2017-08-16,4387.4,5.42
2017-08-15,4161.7,-3.84
2017-08-14,4327.9,6.53
2017-08-13,4062.6,4.93
2017-08-12,3871.6,5.94
2017-08-11,3654.4,6.68
2017-08-10,3425.7,2.3
2017-08-09,3348.8,-2.35
2017-08-08,3429.4,0.81
2017-08-07,3401.9,5.26
2017-08-06,3232,-0.94
2017-08-05,3262.8,13.35
2017-08-04,2878.5,2.44
2017-08-03,2810,3.29
2017-08-02,2720.5,-0.96
2017-08-01,2747,-4.73
2017-07-31,2883.3,4.22
2017-07-30,2766.5,1.21
2017-07-29,2733.5,-2.61
2017-07-28,2806.8,4.27
2017-07-27,2691.9,5.18
2017-07-26,2559.2,-0.9
2017-07-25,2582.6,-6.54
2017-07-24,2763.4,0.25
2017-07-23,2756.6,-2.82
2017-07-22,2836.5,6.04
2017-07-21,2675.1,-6.66
2017-07-20,2866,25.56
2017-07-19,2282.6,-1.62
2017-07-18,2320.2,3.89
2017-07-17,2233.4,16.68
2017-07-16,1914.1,-3.09
2017-07-15,1975.1,-11.6
2017-07-14,2234.2,-5.43
2017-07-13,2362.4,-1.69
2017-07-12,2403.1,3.39
2017-07-11,2324.3,-0.84
2017-07-10,2344,-6.67
2017-07-09,2511.4,-2.08
2017-07-08,2564.9,2.03
2017-07-07,2513.9,-3.84
2017-07-06,2614.2,-0.52
2017-07-05,2627.9,0.4
2017-07-04,2617.3,1.74
2017-07-03,2572.5,1.42
2017-07-02,2536.5,4.61
2017-07-01,2424.6,-2.26
2017-06-30,2480.6,-3.04
2017-06-29,2558.4,-0.75
2017-06-28,2577.7,-0.23
2017-06-27,2583.8,5.63
2017-06-26,2446.1,-3.76
2017-06-25,2541.6,-1.87
2017-06-24,2590.1,-4.44
2017-06-23,2710.4,-0.46
2017-06-22,2722.8,1.69
2017-06-21,2677.6,-2.79
2017-06-20,2754.4,5.26
2017-06-19,2616.8,3.04
2017-06-18,2539.6,-4.35
2017-06-17,2655.1,5.84
2017-06-16,2508.6,2.71
2017-06-15,2442.5,-1.01
2017-06-14,2467.3,-9.06
2017-06-13,2713,2.12
2017-06-12,2656.8,-10.65
2017-06-11,2973.4,2.52
2017-06-10,2900.3,3.16
2017-06-09,2811.4,0.45
2017-06-08,2798.8,3.99
2017-06-07,2691.5,-6.24
2017-06-06,2870.5,6.12
2017-06-05,2705,7.17
2017-06-04,2524.1,-0.84
2017-06-03,2545.4,2.12
2017-06-02,2492.6,3.31
2017-06-01,2412.6,4.75
2017-05-31,2303.3,5.05
2017-05-30,2192.6,-3.76
2017-05-29,2278.2,4.07
2017-05-28,2189,6.66
2017-05-27,2052.4,-8.57
2017-05-26,2244.9,-2.7
2017-05-25,2307.2,-5.65
2017-05-24,2445.3,7.6
2017-05-23,2272.6,6.97
2017-05-22,2124.4,3.92
2017-05-21,2044.2,0.2
2017-05-20,2040.2,3.98
2017-05-19,1962,4.31
2017-05-18,1881,4.42
2017-05-17,1801.3,4.16
2017-05-16,1729.3,1.19
2017-05-15,1708.9,-3.59
2017-05-14,1772.6,0.5
2017-05-13,1763.7,4.59
2017-05-12,1686.4,-7.31
2017-05-11,1819.3,3.82
2017-05-10,1752.3,3.23
2017-05-09,1697.5,1.98
2017-05-08,1664.5,7.08
2017-05-07,1554.4,0.59
2017-05-06,1545.3,2.49
2017-05-05,1507.8,-0.59
2017-05-04,1516.8,2.1
2017-05-03,1485.6,2.74
2017-05-02,1445.9,2.13
2017-05-01,1415.8,4.73
2017-04-30,1351.9,1.17
2017-04-29,1336.3,0.5
2017-04-28,1329.6,-0.25
2017-04-27,1332.9,3.6
2017-04-26,1286.6,1.77
2017-04-25,1264.3,1.29
2017-04-24,1248.2,-0.08
2017-04-23,1249.1,0.66
2017-04-22,1240.9,-0.7
2017-04-21,1249.6,0.93
2017-04-20,1238.1,1.88
2017-04-19,1215.2,0.76
2017-04-18,1206.1,1.01
2017-04-17,1194,1.46
2017-04-16,1176.8,-0.02
2017-04-15,1177,-0.03
2017-04-14,1177.3,0.1
2017-04-13,1176.2,-3
2017-04-12,1212.5,-0.67
2017-04-11,1220.7,1.16
2017-04-10,1206.7,0.2
2017-04-09,1204.3,2
2017-04-08,1180.8,-0.82
2017-04-07,1190.5,0.15
2017-04-06,1188.7,5.21
2017-04-05,1129.9,-1.04
2017-04-04,1141.8,-0.5
2017-04-03,1147.6,4.57
2017-04-02,1097.4,1.04
2017-04-01,1086.1,0.65
2017-03-31,1079.1,3.97
2017-03-30,1037.9,-0.38
2017-03-29,1041.9,-0.24
2017-03-28,1044.4,-0.07
2017-03-27,1045.1,7.81
2017-03-26,969.4,0.32
2017-03-25,966.3,2.83
2017-03-24,939.7,-9.21
2017-03-23,1035,-0.93
2017-03-22,1044.7,-6.83
2017-03-21,1121.3,7.04
2017-03-20,1047.5,2.44
2017-03-19,1022.6,5.27
2017-03-18,971.4,-9.36
2017-03-17,1071.7,-8.63
2017-03-16,1172.9,-6.43
2017-03-15,1253.4,0.83
2017-03-14,1243.1,0.4
2017-03-13,1238.2,1.07
2017-03-12,1225.1,3.89
2017-03-11,1179.2,6.01
2017-03-10,1112.4,-6.63
2017-03-09,1191.3,3.87
2017-03-08,1147,-6.95
2017-03-07,1232.7,-3.47
2017-03-06,1277,0.46
2017-03-05,1271.2,0.55
2017-03-04,1264.3,-1.48
2017-03-03,1283.3,2.22
2017-03-02,1255.5,2.68
2017-03-01,1222.7,2.81
2017-02-28,1189.3,0.04
2017-02-27,1188.8,1.47
2017-02-26,1171.6,1.96
2017-02-25,1149.1,-2.33
2017-02-24,1176.5,0.39
2017-02-23,1171.9,4.59
2017-02-22,1120.5,0.13
2017-02-21,1119,3.85
2017-02-20,1077.6,2.73
2017-02-19,1048.9,-0.32
2017-02-18,1052.3,0.27
2017-02-17,1049.4,1.69
2017-02-16,1031.9,2.35
2017-02-15,1008.2,-0.01
2017-02-14,1008.3,1.3
2017-02-13,995.4,-0.12
2017-02-12,996.5,-1.17
2017-02-11,1008.3,1.07
2017-02-10,997.6,1.91
2017-02-09,979,-7.25
2017-02-08,1055.5,0.56
2017-02-07,1049.6,2.43
2017-02-06,1024.7,0.84
2017-02-05,1016.1,-1.53
2017-02-04,1031.8,1.86
2017-02-03,1013,0.9
2017-02-02,1004,2.19
2017-02-01,982.4,1.75
2017-01-31,965.5,4.86
2017-01-30,920.7,0.68
2017-01-29,914.5,-0.43
2017-01-28,918.5,0.05
2017-01-27,918,0.27
2017-01-26,915.6,2.36
2017-01-25,894.4,0.07
2017-01-24,893.8,-3.01
2017-01-23,921.5,0.29
2017-01-22,918.8,-0.11
2017-01-21,919.8,3.02
2017-01-20,892.9,-0.26
2017-01-19,895.2,2.66
2017-01-18,872,-3.07
2017-01-17,899.7,8.74
2017-01-16,827.3,0.75
2017-01-15,821.2,0.19
2017-01-14,819.6,-0.63
2017-01-13,824.8,1.82
2017-01-12,810.1,3.14
2017-01-11,785.4,-13.15
2017-01-10,904.4,0.51
2017-01-09,899.8,-0.12
2017-01-08,900.9,1.35
2017-01-07,888.9,0.31
2017-01-06,886.2,-10.43
2017-01-05,989.3,-12.86
2017-01-04,1135.4,9.88
2017-01-03,1033.3,1.6
2017-01-02,1017,2.17
2017-01-01,995.4,3.33
2016-12-31,963.4,0.45
2016-12-30,959,-1.24
2016-12-29,971.1,-0.11
2016-12-28,972.2,5.01
2016-12-27,925.8,3.05
2016-12-26,898.4,0.82
2016-12-25,891.1,0
2016-12-24,891.1,-2.85
2016-12-23,917.2,6.63
2016-12-22,860.2,3.73
2016-12-21,829.2,3.77
2016-12-20,799.1,1.18
2016-12-19,789.8,0.1
2016-12-18,789,0.23
2016-12-17,787.2,0.65
2016-12-16,782,0.88
2016-12-15,775.2,-0.17
2016-12-14,776.5,-0.29
2016-12-13,778.7,0.03
2016-12-12,778.5,1.38
2016-12-11,767.9,-0.79
2016-12-10,774,0.46
2016-12-09,770.5,0.26
2016-12-08,768.5,0.38
2016-12-07,765.6,0.97
2016-12-06,758.2,0.51
2016-12-05,754.3,-1.57
2016-12-04,766.4,0.28
2016-12-03,764.2,-0.87
2016-12-02,770.9,2.43
2016-12-01,752.6,1.37
2016-11-30,742.5,1.36
2016-11-29,732.6,-0.1
2016-11-28,733.3,0.53
2016-11-27,729.4,-0.64
2016-11-26,734.1,-0.84
2016-11-25,740.4,0.69
2016-11-24,735.3,-0.78
2016-11-23,741.1,-1.1
2016-11-22,749.3,1.79
2016-11-21,736.2,1.05
2016-11-20,728.5,-2.59
2016-11-19,747.9,0.12
2016-11-18,747,1.28
2016-11-17,737.5,-0.37
2016-11-16,740.3,4.1
2016-11-15,711.1,0.93
2016-11-14,704.6,0.37
2016-11-13,702,-0.33
2016-11-12,704.3,-1.5
2016-11-11,715,0.06
2016-11-10,714.6,-0.95
2016-11-09,721.4,1.48
2016-11-08,710.9,0.78
2016-11-07,705.4,-0.64
2016-11-06,709.9,1.11
2016-11-05,702.1,0
2016-11-04,702.1,2.51
2016-11-03,684.9,-6.63
2016-11-02,733.5,0.93
2016-11-01,726.8,4.02
2016-10-31,698.7,0.2
2016-10-30,697.3,-2.47
2016-10-29,715,4.18
2016-10-28,686.2,0.58
2016-10-27,682.3,1.13
2016-10-26,674.7,3.64
2016-10-25,651,0.08
2016-10-24,650.5,-0.39
2016-10-23,653,-0.37
2016-10-22,655.5,3.97
2016-10-21,630.5,0.34
2016-10-20,628.3,-0.11
2016-10-19,629.1,-0.99
2016-10-18,635.3,-0.32
2016-10-17,637.4,-0.43
2016-10-16,640.1,0.49
2016-10-15,637,-0.14
2016-10-14,637.9,0.37
2016-10-13,635.6,-0.06
2016-10-12,636,-0.7
2016-10-11,640.5,3.75
2016-10-10,617.3,0.25
2016-10-09,615.8,-0.3
2016-10-08,617.7,0.26
2016-10-07,616,0.83
2016-10-06,611,-0.14
2016-10-05,611.8,0.47
2016-10-04,609,-0.43
2016-10-03,611.6,0.15
2016-10-02,610.7,-0.44
2016-10-01,613.4,0.87
2016-09-30,608.1,0.57
2016-09-29,604.7,0
2016-09-28,604.7,-0.13
2016-09-27,605.5,-0.18
2016-09-26,606.5,0.84
2016-09-25,601.5,-0.18
2016-09-24,602.6,-0.05
2016-09-23,602.9,1.22
2016-09-22,595.6,-0.26
2016-09-21,597.2,-1.98
2016-09-20,609.2,-0.1
2016-09-19,609.8,-0.14
2016-09-18,610.7,0.6
2016-09-17,607.1,-0.12
2016-09-16,607.8,-0.05
2016-09-15,608.1,-0.23
2016-09-14,609.5,0.15
2016-09-13,608.6,0.1
2016-09-12,608,0.39
2016-09-11,605.6,-3.03
2016-09-10,624.5,0.22
2016-09-09,623.2,-0.39
2016-09-08,625.6,2.02
2016-09-07,613.2,0.45
2016-09-06,610.4,0.77
2016-09-05,605.8,-0.62
2016-09-04,609.5,1.79
2016-09-03,598.8,4.09
2016-09-02,575.3,0.58
2016-09-01,572,-0.33
2016-08-31,573.9,-0.6
2016-08-30,577.3,0.54
2016-08-29,574.2,-0.13
2016-08-28,575,0.81
2016-08-27,570.3,-1.56
2016-08-26,579.4,0.24
2016-08-25,578,-0.29
2016-08-24,579.7,-0.67
2016-08-23,583.6,-0.67
2016-08-22,587.5,1.17
2016-08-21,580.7,-0.33
2016-08-20,582.6,1.4
2016-08-19,574.6,0.2
2016-08-18,573.4,0.18
2016-08-17,572.3,-1.35
2016-08-16,580.2,2.34
2016-08-15,567,-0.37
